Velocidade do compressor rpm, Vazão volumétrica m3/min,Pressão total Pa,Pressão estática Pa,Pressão dinâmica Pa,Temperatura do ar °C,Umidade do ar  %,Tensão monofasica volts,Corrente monofasica amp,FP,Potencia ativa Wattios,Potência reativa VAR,Valvula
3480,1.65,2492.95,2380.65,112.304,32.759,74.618,221.6,4.76,0.57,608.6,862.7,P2
3480,1.65,2468.62,2355.37,113.244,32.817,74.606,221.6,4.76,0.57,608.6,862.7,P2
3480,1.65,2454.98,2339.61,115.373,32.856,74.507,221.6,4.76,0.57,608.6,862.7,P2
3480,1.65,2452.69,2333.92,118.772,32.848,74.488,221.6,4.76,0.57,608.6,862.7,P2
3480,1.65,2461.15,2338.06,123.09,32.802,74.524,221.6,4.76,0.57,608.6,862.7,P2
3480,1.65,2478.88,2351.28,127.606,32.769,74.541,221.6,4.76,0.57,608.6,862.7,P2
3480,1.65,2502.27,2370.64,131.627,32.785,74.491,221.6,4.76,0.57,608.6,862.7,P2
3480,1.65,2527.32,2392.47,134.853,32.856,74.384,221.6,4.76,0.57,608.6,862.7,P2
3480,1.65,2551.85,2414.47,137.378,32.946,74.311,221.6,4.76,0.57,608.6,862.7,P2
3480,1.65,2574.16,2435.09,139.068,33.005,74.338,221.6,4.76,0.57,608.6,862.7,P2
3480,1.65,2593.64,2454.15,139.491,33.019,74.479,221.6,4.76,0.57,608.6,862.7,P2
3480,1.65,2609.64,2471.20,138.437,33.008,74.671,221.6,4.76,0.57,608.6,862.7,P2
3480,1.65,2620.37,2484.30,136.076,32.967,74.817,221.6,4.76,0.57,608.6,862.7,P2
3480,1.65,2625.05,2492.64,132.406,32.898,74.868,221.6,4.76,0.57,608.6,862.7,P2
3480,1.65,2626.17,2498.77,127.401,32.833,74.819,221.6,4.76,0.57,608.6,862.7,P2
3480,1.65,2626.05,2504.50,121.559,32.787,74.741,221.6,4.76,0.57,608.6,862.7,P2
3480,1.65,2625.45,2509.91,115.543,32.763,74.694,221.6,4.76,0.57,608.6,862.7,P2
3480,1.65,2624.74,2514.59,110.149,32.774,74.704,221.6,4.76,0.57,608.6,862.7,P2
3480,1.65,2621.20,2515.42,105.782,32.798,74.75,221.6,4.76,0.57,608.6,862.7,P2
3480,1.65,2612.99,2510.79,102.201,32.824,74.833,221.6,4.76,0.57,608.6,862.7,P2
3480,1.65,2601.23,2501.86,99.37,32.848,75.014,221.6,4.76,0.57,608.6,862.7,P2
3480,1.65,2587.33,2489.90,97.433,32.837,75.223,221.6,4.76,0.57,608.6,862.7,P2
3480,1.65,2573.46,2477.17,96.291,32.81,75.28,221.6,4.76,0.57,608.6,862.7,P2
3480,1.66,2561.11,2465.28,95.835,32.827,75.113,221.6,4.76,0.57,608.6,862.7,P2
3480,1.66,2550.67,2454.77,95.899,32.89,74.805,221.6,4.76,0.57,608.6,862.7,P2
3480,1.66,2543.74,2447.22,96.517,32.96,74.534,221.6,4.76,0.57,608.6,862.7,P2
3480,1.65,2542.50,2444.44,98.064,32.975,74.171,221.6,4.76,0.57,608.6,862.7,P2
3480,1.65,2548.57,2447.95,100.619,32.906,73.649,221.6,4.76,0.57,608.6,862.7,P2
3480,1.65,2561.68,2457.77,103.911,32.82,73.338,221.6,4.76,0.57,608.6,862.7,P2
3480,1.65,2578.35,2470.62,107.73,32.786,73.484,221.6,4.76,0.57,608.6,862.7,P2
3480,1.65,2594.87,2482.73,112.14,32.799,74.001,221.6,4.76,0.57,608.6,862.7,P2
3480,1.65,2609.44,2492.24,117.196,32.811,74.397,221.6,4.76,0.57,608.6,862.7,P2
3480,1.65,2620.59,2497.75,122.841,32.776,74.3,221.6,4.76,0.57,608.6,862.7,P2
3480,1.65,2627.06,2498.02,129.037,32.723,74.06,221.6,4.76,0.57,608.6,862.7,P2
3480,1.65,2627.34,2491.78,135.566,32.721,74.081,221.6,4.76,0.57,608.6,862.7,P2
3480,1.65,2623.34,2481.34,141.998,32.761,74.358,221.6,4.76,0.57,608.6,862.7,P2
3480,1.65,2617.73,2469.80,147.931,32.789,74.674,221.6,4.76,0.57,608.6,862.7,P2
3480,1.65,2611.60,2458.67,152.929,32.77,74.758,221.6,4.76,0.57,608.6,862.7,P2
3480,1.65,2607.75,2450.89,156.859,32.711,74.653,221.6,4.76,0.57,608.6,862.7,P2
3480,1.65,2607.19,2447.33,159.857,32.688,74.527,221.6,4.76,0.57,608.6,862.7,P2
3480,1.65,2609.35,2447.53,161.828,32.744,74.478,221.6,4.76,0.57,608.6,862.7,P2
3480,1.65,2613.93,2451.24,162.685,32.831,74.618,221.6,4.76,0.57,608.6,862.7,P2
3480,1.65,2619.20,2456.67,162.532,32.897,74.888,221.6,4.76,0.57,608.6,862.7,P2
3480,1.65,2623.99,2462.67,161.315,32.915,75.115,221.6,4.76,0.57,608.6,862.7,P2
3480,1.65,2627.58,2468.29,159.288,32.888,75.148,221.6,4.76,0.57,608.6,862.7,P2
3480,1.65,2630.64,2473.66,156.977,32.86,75.033,221.6,4.76,0.57,608.6,862.7,P2
3480,1.65,2631.77,2476.43,155.341,32.864,74.915,221.6,4.76,0.57,608.6,862.7,P2
3480,1.65,2627.78,2472.67,155.105,32.894,74.853,221.6,4.76,0.57,608.6,862.7,P2
3480,1.65,2618.96,2462.87,156.085,32.93,75.033,221.6,4.76,0.57,608.6,862.7,P2
3480,1.65,2607.50,2449.69,157.809,32.951,75.613,221.6,4.76,0.57,608.6,862.7,P2
3480,1.65,2595.34,2435.67,159.673,32.943,76.277,221.6,4.76,0.57,608.6,862.7,P2
3480,1.66,2583.84,2422.46,161.38,32.904,76.544,221.6,4.76,0.57,608.6,862.7,P2
3480,1.66,2574.51,2412.03,162.479,32.849,76.21,221.6,4.76,0.57,608.6,862.7,P2
3480,1.66,2568.39,2405.78,162.612,32.808,75.505,221.6,4.76,0.57,608.6,862.7,P2
3480,1.66,2565.70,2403.86,161.838,32.799,75.012,221.6,4.76,0.57,608.6,862.7,P2
3480,1.20,2721.33,2660.25,61.077,32.903,74.692,221.6,4.67,0.57,588.7,832.7,P3
3480,1.20,2704.62,2649.03,55.585,32.933,74.851,221.6,4.67,0.57,588.7,832.7,P3
3480,1.20,2688.18,2635.82,52.351,32.964,75.325,221.6,4.67,0.57,588.7,832.7,P3
3480,1.20,2672.82,2621.07,51.75,33.016,75.769,221.6,4.67,0.57,588.7,832.7,P3
3480,1.20,2658.82,2605.61,53.211,33.078,75.843,221.6,4.67,0.57,588.7,832.7,P3
3480,1.20,2646.11,2590.03,56.087,33.1,75.52,221.6,4.67,0.57,588.7,832.7,P3
3480,1.20,2634.94,2575.22,59.725,33.042,75.083,221.6,4.67,0.57,588.7,832.7,P3
3480,1.20,2625.71,2562.14,63.568,32.942,74.892,221.6,4.67,0.57,588.7,832.7,P3
3480,1.20,2618.62,2551.46,67.162,32.882,74.917,221.6,4.67,0.57,588.7,832.7,P3
3480,1.19,2613.90,2543.70,70.203,32.877,74.931,221.6,4.67,0.57,588.7,832.7,P3
3480,1.19,2611.82,2539.12,72.693,32.883,74.892,221.6,4.67,0.57,588.7,832.7,P3
3480,1.19,2613.23,2538.62,74.617,32.871,74.828,221.6,4.67,0.57,588.7,832.7,P3
3480,1.19,2617.86,2542.03,75.829,32.849,74.789,221.6,4.67,0.57,588.7,832.7,P3
3480,1.19,2625.51,2549.13,76.378,32.852,74.809,221.6,4.67,0.57,588.7,832.7,P3
3480,1.19,2636.05,2559.58,76.469,32.882,74.883,221.6,4.67,0.57,588.7,832.7,P3
3480,1.19,2646.22,2569.90,76.313,32.909,74.939,221.6,4.67,0.57,588.7,832.7,P3
3480,1.19,2647.35,2571.06,76.294,32.907,74.921,221.6,4.67,0.57,588.7,832.7,P3
3480,1.19,2634.89,2558.19,76.696,32.898,74.928,221.6,4.67,0.57,588.7,832.7,P3
3480,1.19,2611.49,2534.17,77.323,32.912,75.002,221.6,4.67,0.57,588.7,832.7,P3
3480,1.19,2582.48,2504.47,78.001,32.944,75.075,221.6,4.67,0.57,588.7,832.7,P3
3480,1.19,2554.60,2475.88,78.717,32.955,75.083,221.6,4.67,0.57,588.7,832.7,P3
3480,1.20,2531.10,2451.43,79.667,32.932,74.949,221.6,4.67,0.57,588.7,832.7,P3
3480,1.20,2514.09,2433.48,80.603,32.897,74.747,221.6,4.67,0.57,588.7,832.7,P3
3480,1.20,2506.58,2425.32,81.262,32.866,74.641,221.6,4.67,0.57,588.7,832.7,P3
3480,1.20,2511.38,2429.68,81.703,32.838,74.672,221.6,4.67,0.57,588.7,832.7,P3
3480,1.20,2528.57,2446.59,81.978,32.822,74.783,221.6,4.67,0.57,588.7,832.7,P3
3480,1.20,2550.58,2468.12,82.461,32.827,74.866,221.6,4.67,0.57,588.7,832.7,P3
3480,1.20,2570.55,2487.50,83.05,32.84,74.825,221.6,4.67,0.57,588.7,832.7,P3
3480,1.20,2588.07,2504.54,83.535,32.816,74.685,221.6,4.67,0.57,588.7,832.7,P3
3480,1.20,2602.42,2518.55,83.864,32.738,74.543,221.6,4.67,0.57,588.7,832.7,P3
3480,1.20,2612.84,2528.98,83.856,32.649,74.503,221.6,4.67,0.57,588.7,832.7,P3
3480,1.20,2618.34,2534.75,83.589,32.609,74.557,221.6,4.67,0.57,588.7,832.7,P3
3480,1.20,2617.88,2534.79,83.088,32.652,74.625,221.6,4.67,0.57,588.7,832.7,P3
3480,1.20,2612.05,2529.68,82.368,32.741,74.661,221.6,4.67,0.57,588.7,832.7,P3
3480,1.20,2604.07,2522.46,81.609,32.815,74.619,221.6,4.67,0.57,588.7,832.7,P3
3480,1.20,2599.08,2518.36,80.717,32.85,74.532,221.6,4.67,0.57,588.7,832.7,P3
3480,1.20,2605.16,2525.49,79.67,32.834,74.482,221.6,4.67,0.57,588.7,832.7,P3
3480,1.20,2625.39,2546.65,78.741,32.789,74.492,221.6,4.67,0.57,588.7,832.7,P3
3480,1.20,2656.36,2578.03,78.323,32.738,74.58,221.6,4.67,0.57,588.7,832.7,P3
3480,1.20,2693.89,2615.21,78.675,32.706,74.706,221.6,4.67,0.57,588.7,832.7,P3
3480,1.21,2732.69,2653.00,79.687,32.722,74.79,221.6,4.67,0.57,588.7,832.7,P3
3480,1.21,2768.66,2687.81,80.847,32.775,74.875,221.6,4.67,0.57,588.7,832.7,P3
3480,1.21,2796.93,2715.27,81.659,32.823,75.007,221.6,4.67,0.57,588.7,832.7,P3
3480,1.21,2812.85,2730.82,82.028,32.825,75.112,221.6,4.67,0.57,588.7,832.7,P3
3480,1.20,2812.98,2730.86,82.125,32.793,75.11,221.6,4.67,0.57,588.7,832.7,P3
3480,1.20,2794.65,2712.24,82.415,32.769,74.962,221.6,4.67,0.57,588.7,832.7,P3
3480,1.20,2763.88,2680.81,83.073,32.768,74.748,221.6,4.67,0.57,588.7,832.7,P3
3480,1.20,2727.24,2643.11,84.133,32.778,74.623,221.6,4.67,0.57,588.7,832.7,P3
3480,1.20,2686.83,2601.00,85.832,32.78,74.313,221.6,4.67,0.57,588.7,832.7,P3
3480,1.20,2646.10,2558.11,87.997,32.768,73.672,221.6,4.67,0.57,588.7,832.7,P3
3480,1.21,2607.92,2517.65,90.264,32.771,73.154,221.6,4.67,0.57,588.7,832.7,P3
3480,1.21,2573.75,2481.61,92.134,32.802,73.167,221.6,4.67,0.57,588.7,832.7,P3
3480,1.21,2544.83,2451.31,93.516,32.836,73.74,221.6,4.67,0.57,588.7,832.7,P3
3480,1.21,2523.21,2428.41,94.798,32.848,74.519,221.6,4.67,0.57,588.7,832.7,P3
3480,1.21,2507.84,2411.91,95.931,32.827,74.971,221.6,4.67,0.57,588.7,832.7,P3
3480,1.21,2497.40,2400.51,96.886,32.792,75.083,221.6,4.67,0.57,588.7,832.7,P3
3480,1.21,2492.63,2395.11,97.512,32.763,75.085,221.6,4.67,0.57,588.7,832.7,P3
3480,1.21,2494.08,2396.67,97.416,32.74,74.963,221.6,4.67,0.57,588.7,832.7,P3
3480,1.22,2501.14,2404.92,96.22,32.718,74.763,221.6,4.67,0.57,588.7,832.7,P3
3480,1.22,2512.02,2418.36,93.655,32.703,74.597,221.6,4.67,0.57,588.7,832.7,P3
3480,1.22,2526.53,2436.52,90.008,32.702,74.551,221.6,4.67,0.57,588.7,832.7,P3
3480,1.22,2544.03,2458.09,85.938,32.749,74.643,221.6,4.67,0.57,588.7,832.7,P3
3480,1.22,2563.16,2480.86,82.3,32.846,74.818,221.6,4.67,0.57,588.7,832.7,P3
3480,1.22,2581.37,2501.70,79.672,32.944,74.972,221.6,4.67,0.57,588.7,832.7,P3
3480,1.21,2596.28,2517.91,78.367,32.994,75.256,221.6,4.67,0.57,588.7,832.7,P3
3480,1.21,2609.85,2531.51,78.334,32.984,75.697,221.6,4.67,0.57,588.7,832.7,P3
3480,1.21,2623.11,2543.76,79.346,32.966,75.959,221.6,4.67,0.57,588.7,832.7,P3
3480,1.21,2636.15,2554.68,81.477,32.984,75.856,221.6,4.67,0.57,588.7,832.7,P3
3480,1.21,2647.81,2563.64,84.17,33.014,75.473,221.6,4.67,0.57,588.7,832.7,P3
3480,1.20,2657.16,2570.31,86.853,33.007,75.054,221.6,4.67,0.57,588.7,832.7,P3
3480,1.20,2664.38,2575.18,89.194,32.971,74.852,221.6,4.67,0.57,588.7,832.7,P3
3480,1.20,2671.44,2580.74,90.702,32.922,74.781,221.6,4.67,0.57,588.7,832.7,P3
3480,1.20,2681.09,2589.91,91.181,32.864,74.711,221.6,4.67,0.57,588.7,832.7,P3
3480,1.19,2693.25,2602.80,90.456,32.805,74.68,221.6,4.67,0.57,588.7,832.7,P3
3480,1.19,2707.46,2618.97,88.49,32.761,74.434,221.6,4.67,0.57,588.7,832.7,P3
3480,1.19,2722.80,2637.74,85.066,32.742,73.926,221.6,4.67,0.57,588.7,832.7,P3
3480,1.19,2737.28,2656.95,80.329,32.757,73.44,221.6,4.67,0.57,588.7,832.7,P3
3480,1.19,2751.04,2675.96,75.086,32.79,73.227,221.6,4.67,0.57,588.7,832.7,P3
3480,1.19,2765.11,2695.30,69.807,32.802,73.407,221.6,4.67,0.57,588.7,832.7,P3
3480,1.19,2778.16,2713.20,64.957,32.861,73.769,221.6,4.67,0.57,588.7,832.7,P3
3480,1.19,2787.39,2726.68,60.705,33.013,74.001,221.6,4.67,0.57,588.7,832.7,P3
3480,1.19,2789.07,2732.13,56.938,33.156,74.151,221.6,4.67,0.57,588.7,832.7,P3
3480,1.19,2782.25,2728.59,53.667,33.207,74.314,221.6,4.67,0.57,588.7,832.7,P3
3480,1.19,2770.14,2719.22,50.913,33.145,74.457,221.6,4.67,0.57,588.7,832.7,P3
3480,1.19,2755.69,2706.89,48.8,33.018,74.784,221.6,4.67,0.57,588.7,832.7,P3
3480,1.19,2740.09,2692.77,47.328,32.943,75.257,221.6,4.67,0.57,588.7,832.7,P3
3480,1.19,2724.35,2677.86,46.485,32.905,75.556,221.6,4.67,0.57,588.7,832.7,P3
3480,1.20,2708.85,2662.67,46.182,32.856,75.532,221.6,4.67,0.57,588.7,832.7,P3
3480,1.20,2694.39,2647.73,46.66,32.84,75.229,221.6,4.67,0.57,588.7,832.7,P3
3480,1.20,2679.54,2631.29,48.249,32.875,74.846,221.6,4.67,0.57,588.7,832.7,P3
3480,1.20,2661.41,2610.54,50.867,32.923,74.699,221.6,4.67,0.57,588.7,832.7,P3
3480,1.20,2639.50,2585.04,54.452,32.931,74.774,221.6,4.67,0.57,588.7,832.7,P3
3480,1.20,2612.66,2553.91,58.75,32.91,74.882,221.6,4.67,0.57,588.7,832.7,P3
3480,1.20,2580.38,2516.95,63.426,32.9,75.005,221.6,4.67,0.57,588.7,832.7,P3
3480,1.20,2544.55,2476.51,68.035,32.903,75.054,221.6,4.67,0.57,588.7,832.7,P3
3480,1.20,2508.40,2436.13,72.271,32.914,74.697,221.6,4.67,0.57,588.7,832.7,P3
3480,1.20,2475.88,2400.02,75.854,32.873,73.97,221.6,4.67,0.57,588.7,832.7,P3
3480,1.20,2449.37,2371.13,78.237,32.76,73.43,221.6,4.67,0.57,588.7,832.7,P3
3480,1.20,2431.05,2351.65,79.401,32.654,73.141,221.6,4.67,0.57,588.7,832.7,P3
3480,1.19,2423.25,2344.01,79.245,32.596,73.09,221.6,4.67,0.57,588.7,832.7,P3
3480,1.19,2426.73,2349.04,77.69,32.606,73.419,221.6,4.67,0.57,588.7,832.7,P3
3480,0.73,2905.15,2859.90,45.253,32.81,75.051,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2899.38,2857.39,41.993,32.816,75.146,221.8,4.47,0.57,569,812.2,P4
3480,0.74,2886.97,2847.98,38.989,32.882,75.142,221.8,4.47,0.57,569,812.2,P4
3480,0.74,2868.89,2832.19,36.699,32.952,75.097,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2846.02,2810.64,35.381,32.973,75.056,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2820.12,2785.04,35.082,32.948,75.019,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2792.97,2757.17,35.796,32.92,74.938,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2766.84,2729.58,37.259,32.907,74.748,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2744.68,2705.57,39.108,32.89,74.547,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2727.81,2686.63,41.177,32.852,74.459,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2716.60,2673.24,43.368,32.808,74.484,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2712.17,2666.77,45.402,32.779,74.562,221.8,4.47,0.57,569,812.2,P4
3480,0.72,2714.17,2667.20,46.973,32.76,74.611,221.8,4.47,0.57,569,812.2,P4
3480,0.72,2720.80,2673.27,47.53,32.752,74.646,221.8,4.47,0.57,569,812.2,P4
3480,0.72,2730.64,2684.22,46.418,32.775,74.733,221.8,4.47,0.57,569,812.2,P4
3480,0.72,2743.10,2699.35,43.748,32.824,74.718,221.8,4.47,0.57,569,812.2,P4
3480,0.72,2756.47,2716.03,40.446,32.878,74.525,221.8,4.47,0.57,569,812.2,P4
3480,0.72,2767.13,2729.93,37.201,32.899,74.344,221.8,4.47,0.57,569,812.2,P4
3480,0.72,2773.17,2739.00,34.174,32.857,74.336,221.8,4.47,0.57,569,812.2,P4
3480,0.72,2767.70,2736.01,31.687,32.774,74.514,221.8,4.47,0.57,569,812.2,P4
3480,0.72,2744.76,2714.78,29.978,32.697,74.912,221.8,4.47,0.57,569,812.2,P4
3480,0.72,2708.88,2679.94,28.942,32.652,75.407,221.8,4.47,0.57,569,812.2,P4
3480,0.72,2665.38,2636.72,28.663,32.654,75.712,221.8,4.47,0.57,569,812.2,P4
3480,0.72,2616.05,2586.77,29.279,32.697,75.669,221.8,4.47,0.57,569,812.2,P4
3480,0.72,2564.76,2533.89,30.872,32.75,75.279,221.8,4.47,0.57,569,812.2,P4
3480,0.72,2518.61,2485.09,33.524,32.813,74.784,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2482.67,2445.51,37.155,32.861,74.53,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2460.20,2418.70,41.501,32.866,74.49,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2453.56,2407.36,46.202,32.84,74.484,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2463.23,2412.70,50.523,32.815,74.532,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2488.36,2435.33,53.028,32.83,74.743,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2527.09,2474.02,53.063,32.879,75.072,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2577.01,2525.86,51.147,32.916,75.304,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2635.16,2587.03,48.128,32.91,75.269,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2696.02,2651.17,44.842,32.856,74.958,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2752.67,2710.89,41.784,32.796,74.532,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2800.43,2761.39,39.032,32.767,74.23,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2835.41,2798.65,36.761,32.769,74.1,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2853.27,2818.00,35.269,32.789,74.071,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2857.62,2823.43,34.19,32.818,74.113,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2853.14,2819.94,33.195,32.863,73.871,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2839.67,2807.31,32.353,32.9,73.28,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2817.61,2786.43,31.181,32.909,72.86,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2790.81,2761.61,29.199,32.897,72.953,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2763.39,2736.87,26.524,32.88,73.511,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2736.60,2713.18,23.423,32.886,74.164,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2712.88,2692.54,20.344,32.895,74.434,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2694.22,2676.20,18.018,32.868,74.409,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2674.97,2657.76,17.208,32.817,74.382,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2650.40,2631.96,18.437,32.772,74.342,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2619.85,2597.57,22.281,32.763,74.255,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2582.52,2553.67,28.849,32.791,74.129,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2541.15,2503.82,37.33,32.805,74.015,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2497.88,2451.41,46.473,32.789,73.998,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2455.69,2400.43,55.262,32.728,74.106,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2419.03,2355.86,63.176,32.628,74.229,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2391.58,2321.81,69.769,32.559,74.233,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2375.99,2301.54,74.442,32.561,74.164,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2368.51,2291.66,76.846,32.565,74.137,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2365.67,2288.60,77.068,32.515,74.186,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2369.31,2293.85,75.463,32.45,74.288,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2379.44,2306.91,72.531,32.469,74.397,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2396.10,2326.70,69.396,32.597,74.477,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2418.14,2351.05,67.085,32.729,74.467,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2441.89,2375.92,65.965,32.777,74.297,221.8,4.47,0.57,569,812.2,P4
3480,0.74,2463.91,2397.71,66.204,32.771,74.043,221.8,4.47,0.57,569,812.2,P4
3480,0.74,2482.49,2415.15,67.346,32.768,73.936,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2495.40,2426.82,68.578,32.775,74.094,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2508.12,2438.78,69.345,32.781,74.415,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2526.80,2457.12,69.68,32.802,74.621,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2552.19,2482.54,69.655,32.829,74.547,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2584.95,2515.82,69.132,32.817,74.341,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2622.07,2553.94,68.133,32.777,74.215,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2660.88,2594.05,66.825,32.762,74.224,221.8,4.47,0.57,569,812.2,P4
3480,0.74,2699.19,2633.64,65.551,32.789,74.341,221.8,4.47,0.57,569,812.2,P4
3480,0.74,2734.23,2669.68,64.551,32.818,74.457,221.8,4.47,0.57,569,812.2,P4
3480,0.74,2762.59,2699.05,63.546,32.8,74.464,221.8,4.47,0.57,569,812.2,P4
3480,0.74,2781.55,2719.20,62.349,32.746,74.359,221.8,4.47,0.57,569,812.2,P4
3480,0.74,2795.06,2734.07,60.995,32.728,74.212,221.8,4.47,0.57,569,812.2,P4
3480,0.74,2807.88,2748.21,59.671,32.75,74.117,221.8,4.47,0.57,569,812.2,P4
3480,0.74,2820.11,2761.10,59.005,32.765,74.117,221.8,4.47,0.57,569,812.2,P4
3480,0.74,2831.22,2772.20,59.024,32.757,74.32,221.8,4.47,0.57,569,812.2,P4
3480,0.74,2839.77,2780.62,59.153,32.741,74.712,221.8,4.47,0.57,569,812.2,P4
3480,0.74,2845.20,2785.82,59.378,32.737,75.012,221.8,4.47,0.57,569,812.2,P4
3480,0.74,2851.18,2791.39,59.786,32.754,74.973,221.8,4.47,0.57,569,812.2,P4
3480,0.74,2861.95,2801.57,60.378,32.77,74.568,221.8,4.47,0.57,569,812.2,P4
3480,0.74,2877.32,2815.98,61.341,32.776,74.063,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2898.36,2835.41,62.951,32.79,73.795,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2924.56,2859.65,64.916,32.814,73.78,221.8,4.47,0.57,569,812.2,P4
3480,0.73,2951.85,2885.33,66.516,32.816,73.893,221.8,4.47,0.57,569,812.2,P4
3480,0.72,2977.96,2910.61,67.342,32.797,74.11,221.8,4.47,0.57,569,812.2,P4
3480,0.72,3000.70,2933.55,67.144,32.727,74.349,221.8,4.47,0.57,569,812.2,P4
3480,0.71,3013.19,2947.35,65.839,32.589,74.478,221.8,4.47,0.57,569,812.2,P4
3480,0.71,3008.46,2944.82,63.633,32.471,74.43,221.8,4.47,0.57,569,812.2,P4
3480,0.71,2984.46,2923.92,60.535,32.43,74.297,221.8,4.47,0.57,569,812.2,P4
3480,0.71,2941.33,2884.89,56.437,32.467,74.21,221.8,4.47,0.57,569,812.2,P4
3480,0.71,2881.73,2829.81,51.922,32.554,74.182,221.8,4.47,0.57,569,812.2,P4
3480,0.71,2810.97,2763.35,47.626,32.62,74.137,221.8,4.47,0.57,569,812.2,P4
3480,0.72,2736.21,2692.39,43.814,32.645,74.055,221.8,4.47,0.57,569,812.2,P4
3480,0.72,2663.00,2622.30,40.698,32.65,73.974,221.8,4.47,0.57,569,812.2,P4
3480,0.72,2595.98,2557.99,37.983,32.638,73.923,221.8,4.47,0.57,569,812.2,P4
3480,NaN,2715.68,2672.10,43.585,32.857,73.854,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2736.79,2683.72,53.07,32.849,73.855,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2762.39,2700.02,62.365,32.87,73.755,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2790.36,2719.67,70.687,32.908,73.599,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2817.82,2740.75,77.069,32.928,73.505,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2843.19,2762.39,80.796,32.895,73.552,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2864.41,2783.15,81.261,32.814,73.706,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2879.17,2800.66,78.518,32.719,73.721,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2892.36,2819.69,72.667,32.628,73.476,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2908.72,2844.23,64.485,32.566,73.219,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2926.09,2870.51,55.574,32.561,73.247,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2943.73,2896.76,46.975,32.613,73.673,222.2,4.38,0.57,551.7,788.9,Fechada
3480,NaN,2960.61,2921.64,38.965,32.718,74.435,222.2,4.38,0.57,551.7,788.9,Fechada
